team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
FUL,-2,"Leno (GKP, ?) ==> (2.5, 9.889)","Bassey (DEF, ?) ==> (2.0, 8.0)","Tete (DEF, ?) ==> (2.0, 7.889)","Robinson (DEF, ?) ==> (2.0, 7.667)","Diop (DEF, ?) ==> (1.0, 3.778)"
NFO,-2,"Sels (GKP, ?) ==> (3.0, 11.667)","Aina (DEF, ?) ==> (2.0, 7.667)","Murillo (DEF, ?) ==> (2.0, 7.667)","Milenković (DEF, ?) ==> (2.0, 7.556)","Alex Moreno (DEF, ?) ==> (1.0, 3.778)"
CHE,-2,"Sánchez (GKP, ?) ==> (2.0, 7.778)","Cucurella (DEF, ?) ==> (1.5, 5.889)","Colwill (DEF, ?) ==> (1.5, 5.889)","W.Fofana (DEF, ?) ==> (1.0, 3.778)","Gusto (DEF, ?) ==> (1.0, 3.778)"
BOU,-2,"Zabarnyi (DEF, ?) ==> (2.0, 7.889)","Kerkez (DEF, ?) ==> (2.0, 7.778)","Arrizabalaga (GKP, ?) ==> (1.5, 5.667)","Smith (DEF, ?) ==> (1.0, 3.889)","Huijsen (DEF, ?) ==> (0.5, 1.889)"
TOT,-4,"Pedro Porro (DEF, ?) ==> (2.0, 7.556)","Udogie (DEF, ?) ==> (2.0, 7.556)","Dragusin (DEF, ?) ==> (0.5, 1.778)","Davies (DEF, ?) ==> (0.0, 0.0)","Forster (GKP, ?) ==> (0.0, 0.0)"
IPS,-9,"Davis (DEF, ?) ==> (2.0, 7.0)","Muric (GKP, ?) ==> (2.0, 7.0)","O'Shea (DEF, ?) ==> (1.0, 3.0)","Tuanzebe (DEF, ?) ==> (0.5, 1.5)","Burgess (DEF, ?) ==> (0.0, 0.0)"
WOL,-13,"Aït-Nouri (DEF, ?) ==> (1.0, 2.556)","Toti (DEF, ?) ==> (1.0, 2.556)","N.Semedo (DEF, ?) ==> (1.0, 2.556)","Doherty (DEF, ?) ==> (0.0, 0.0)","José Sá (GKP, ?) ==> (0.0, -0.722)"
SOU,-17,"Sugawara (DEF, ?) ==> (1.0, 2.111)","Walker-Peters (DEF, ?) ==> (1.0, 2.111)","Harwood-Bellis (DEF, ?) ==> (1.0, 2.111)","Manning (DEF, ?) ==> (0.0, 0.0)","Lumley (GKP, ?) ==> (0.0, 0.0)"
BRE,-18,"Flekken (GKP, ?) ==> (3.0, 10.0)","Van den Berg (DEF, ?) ==> (1.0, 4.0)","Roerslev (DEF, ?) ==> (1.0, 4.0)","Pinnock (DEF, ?) ==> (1.0, 3.0)","Collins (DEF, ?) ==> (1.0, 2.0)"
LEI,-25,"Hermansen (GKP, ?) ==> (2.0, 5.222)","Justin (DEF, ?) ==> (1.0, 2.611)","Faes (DEF, ?) ==> (1.0, 2.611)","Kristiansen (DEF, ?) ==> (1.0, 1.222)","Vestergaard (DEF, ?) ==> (0.0, 0.0)"
